,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
5600,BLK16_CY,2024 Black Pop 16+,EmploymentUnemployment,EmploymentUnemployment.BLK16_CY,EmploymentUnemployment_BLK16_CY,2024 Black/African American Population Age 16+ (Esri),2024,count
5601,CIVLFBLKCY,2024 Black Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFBLKCY,EmploymentUnemployment_CIVLFBLKCY,2024 Black/African American Civilian Population 16+ in Labor Force (Esri),2024,count
5602,EMPBLKCY,2024 Black Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPBLKCY,EmploymentUnemployment_EMPBLKCY,2024 Black/African American Employed Civilian Population Age 16+ (Esri),2024,count
5603,UNBLKCY,2024 Black Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNBLKCY,EmploymentUnemployment_UNBLKCY,2024 Black/African American Unemployed Population Age 16+ (Esri),2024,count
5604,UNEMRTBLCY,2024 Black Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTBLCY,EmploymentUnemployment_UNEMRTBLCY,2024 Black/African American Unemployment Rate (Esri),2024,pct
5605,AI16_CY,2024 American Indian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.AI16_CY,EmploymentUnemployment_AI16_CY,2024 American Indian/Alaska Native Population Age 16+ (Esri),2024,count
5606,CIVLFAICY,2024 American Indian Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFAICY,EmploymentUnemployment_CIVLFAICY,2024 American Indian/Alaska Native Civilian Population 16+ in Labor Force (Esri),2024,count
5607,EMPAICY,2024 American Indian Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPAICY,EmploymentUnemployment_EMPAICY,2024 American Indian/Alaska Native Employed Civilian Population Age 16+ (Esri),2024,count
5608,UNAICY,2024 American Indian Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNAICY,EmploymentUnemployment_UNAICY,2024 American Indian/Alaska Native Unemployed Population Age 16+ (Esri),2024,count
5609,UNEMRTAICY,2024 American Indian Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTAICY,EmploymentUnemployment_UNEMRTAICY,2024 American Indian/Alaska Native Unemployment Rate (Esri),2024,pct
5610,ASN16_CY,2024 Asian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.ASN16_CY,EmploymentUnemployment_ASN16_CY,2024 Asian Population Age 16+ (Esri),2024,count
5611,CIVLFASNCY,2024 Asian Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFASNCY,EmploymentUnemployment_CIVLFASNCY,2024 Asian Civilian Population 16+ in Labor Force (Esri),2024,count
5612,EMPASNCY,2024 Asian Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPASNCY,EmploymentUnemployment_EMPASNCY,2024 Asian Employed Civilian Population Age 16+ (Esri),2024,count
5613,UNASNCY,2024 Asian Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNASNCY,EmploymentUnemployment_UNASNCY,2024 Asian Unemployed Population Age 16+ (Esri),2024,count
5614,UNEMRTASCY,2024 Asian Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTASCY,EmploymentUnemployment_UNEMRTASCY,2024 Asian Unemployment Rate (Esri),2024,pct
5615,PI16_CY,2024 Pacific Islander Pop 16+,EmploymentUnemployment,EmploymentUnemployment.PI16_CY,EmploymentUnemployment_PI16_CY,2024 Pacific Islander Population Age 16+ (Esri),2024,count
5616,CIVLFPICY,2024 Pacific Islander Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFPICY,EmploymentUnemployment_CIVLFPICY,2024 Pacific Islander Civilian Population 16+ in Labor Force (Esri),2024,count
5617,EMPPICY,2024 Pacific Islander Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPPICY,EmploymentUnemployment_EMPPICY,2024 Pacific Islander Employed Civilian Population Age 16+ (Esri),2024,count
5618,UNPICY,2024 Pacific Islander Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNPICY,EmploymentUnemployment_UNPICY,2024 Pacific Islander Unemployed Population Age 16+ (Esri),2024,count
5619,UNEMRTPICY,2024 Pacific Islander Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTPICY,EmploymentUnemployment_UNEMRTPICY,2024 Pacific Islander Unemployment Rate (Esri),2024,pct
5620,OTH16_CY,2024 Other Race Pop 16+,EmploymentUnemployment,EmploymentUnemployment.OTH16_CY,EmploymentUnemployment_OTH16_CY,2024 Other Race Population Age 16+ (Esri),2024,count
5621,CIVLFOTHCY,2024 Other Race Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFOTHCY,EmploymentUnemployment_CIVLFOTHCY,2024 Other Race Civilian Population 16+ in Labor Force (Esri),2024,count
5622,EMPOTHCY,2024 Other Race Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPOTHCY,EmploymentUnemployment_EMPOTHCY,2024 Other Race Employed Civilian Population Age 16+ (Esri),2024,count
5623,UNOTHCY,2024 Other Race Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNOTHCY,EmploymentUnemployment_UNOTHCY,2024 Other Race Unemployed Population Age 16+ (Esri),2024,count
5624,UNEMRTOTCY,2024 Other Race Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTOTCY,EmploymentUnemployment_UNEMRTOTCY,2024 Other Race Unemployment Rate (Esri),2024,pct
5625,MLT16_CY,2024 Multiple Races Pop 16+,EmploymentUnemployment,EmploymentUnemployment.MLT16_CY,EmploymentUnemployment_MLT16_CY,2024 Multiple Races Population Age 16+ (Esri),2024,count
5626,CIVLFMLTCY,2024 Multiple Races Civ Pop 16+/Labor Force,EmploymentUnemployment,EmploymentUnemployment.CIVLFMLTCY,EmploymentUnemployment_CIVLFMLTCY,2024 Multiple Races Civilian Population 16+ in Labor Force (Esri),2024,count
5627,EMPMLTCY,2024 Multiple Races Employed Civilian Pop 16+,EmploymentUnemployment,EmploymentUnemployment.EMPMLTCY,EmploymentUnemployment_EMPMLTCY,2024 Multiple Races Employed Civilian Population Age 16+ (Esri),2024,count
5628,UNMLTCY,2024 Multiple Races Unemployed Pop 16+,EmploymentUnemployment,EmploymentUnemployment.UNMLTCY,EmploymentUnemployment_UNMLTCY,2024 Multiple Races Unemployed Population Age 16+ (Esri),2024,count
5629,UNEMRTMLCY,2024 Multiple Races Unemployment Rate,EmploymentUnemployment,EmploymentUnemployment.UNEMRTMLCY,EmploymentUnemployment_UNEMRTMLCY,2024 Multiple Races Unemployment Rate (Esri),2024,pct
7655,X1130FY_X,2029 Food Away from Home,food,food.X1130FY_X,food_X1130FY_X,2029 Food Away from Home,2029,currency
7656,X1130FY_A,2029 Avg: Food Away from Home,food,food.X1130FY_A,food_X1130FY_A,2029 Food Away from Home: Average,2029,currency
7657,X1130FY_I,2029 Index: Food Away from Home,food,food.X1130FY_I,food_X1130FY_I,2029 Food Away from Home: Index,2029,count
7658,X1002FY_X,2029 Food,food,food.X1002FY_X,food_X1002FY_X,2029 Food,2029,currency
7659,X1002FY_A,2029 Avg: Food,food,food.X1002FY_A,food_X1002FY_A,2029 Food: Average,2029,currency
7660,X1002FY_I,2029 Index: Food,food,food.X1002FY_I,food_X1002FY_I,2029 Food: Index,2029,count
7661,X1003FY_X,2029 Food at Home,food,food.X1003FY_X,food_X1003FY_X,2029 Food at Home,2029,currency
7662,X1003FY_A,2029 Avg: Food at Home,food,food.X1003FY_A,food_X1003FY_A,2029 Food at Home: Average,2029,currency
7663,X1003FY_I,2029 Index: Food at Home,food,food.X1003FY_I,food_X1003FY_I,2029 Food at Home: Index,2029,count
14023,ACSU18NOPC,2022 HH Pop <18: No Computer (ACS 5-Yr),InternetComputerUsage,InternetComputerUsage.ACSU18NOPC,InternetComputerUsage_ACSU18NOPC,2022 Pop <18 in HHs: have No Computer (ACS 5-Yr),2018-2022,count
14032,ACS18NOPC,2022 HH Pop 18-64: No Computer (ACS 5-Yr),InternetComputerUsage,InternetComputerUsage.ACS18NOPC,InternetComputerUsage_ACS18NOPC,2022 Pop 18-64 in HHs: have No Computer (ACS 5-Yr),2018-2022,count
14038,ACS65NOPC,2022 HH Pop 65+: No Computer (ACS 5-Yr),InternetComputerUsage,InternetComputerUsage.ACS65NOPC,InternetComputerUsage_ACS65NOPC,2022 Pop 65+ in HHs: have No Computer (ACS 5-Yr),2018-2022,count
19772,THH51,2024 HHs in Tapestry Seg 11A,tapestryhouseholdsNEW,tapestryhouseholdsNEW.THH51,tapestryhouseholdsNEW_THH51,2024 City Strivers (11A) Tapestry Households (Esri),2024,count
14122,TOTPOP,Total Population,KeyGlobalFacts,KeyGlobalFacts.TOTPOP,KeyGlobalFacts_TOTPOP,2024 Total Population (Esri),,count
14125,TOTMALES,Male Population,KeyGlobalFacts,KeyGlobalFacts.TOTMALES,KeyGlobalFacts_TOTMALES,2024 Male Population (Esri),,count
14126,TOTFEMALES,Female Population,KeyGlobalFacts,KeyGlobalFacts.TOTFEMALES,KeyGlobalFacts_TOTFEMALES,2024 Female Population (Esri),,count
14149,OWNER_CY,2024 Owner Occupied HUs,KeyUSFacts,KeyUSFacts.OWNER_CY,KeyUSFacts_OWNER_CY,2024 Owner Occupied Housing Units (Esri),2024,count
14151,RENTER_CY,2024 Renter Occupied HUs,KeyUSFacts,KeyUSFacts.RENTER_CY,KeyUSFacts_RENTER_CY,2024 Renter Occupied Housing Units (Esri),2024,count
14170,ACSENGA5,2022 Pop 5-17 Speak Only English (ACS 5-Yr),language,language.ACSENGA5,language_ACSENGA5,2022 Pop 5-17 Speak only English (ACS 5-Yr),2018-2022,count
14221,ACSENGA18,2022 Pop 18-64 Speak Only English (ACS 5-Yr),language,language.ACSENGA18,language_ACSENGA18,2022 Pop 18-64 Speak only English (ACS 5-Yr),2018-2022,count
14272,ACSENGA65,2022 Pop 65+ Speak Only English (ACS 5-Yr),language,language.ACSENGA65,language_ACSENGA65,2022 Pop 65+ Speak only English (ACS 5-Yr),2018-2022,count
15876,RNTGRWCYFY,2024-2029 Growth Rate: Renter Occ HUs,OwnerRenter,OwnerRenter.RNTGRWCYFY,OwnerRenter_RNTGRWCYFY,2024-2029 Renter Occupied Housing Units: Compound Annual Growth Rate (Esri),2029,pct
14651,TLIFECODE,2024 Dominant LifeMode Grp Code,lifemodegroupsNEW,lifemodegroupsNEW.TLIFECODE,lifemodegroupsNEW_TLIFECODE,2024 Dominant Tapestry LifeMode Group Code (Esri),2024,text
14652,TLIFENAME,2024 Dominant LifeMode Grp Name,lifemodegroupsNEW,lifemodegroupsNEW.TLIFENAME,lifemodegroupsNEW_TLIFENAME,2024 Dominant Tapestry LifeMode Group Name (Esri),2024,text
14660,THHGRPL8,2024 HHs: LifeMode Group 8,lifemodegroupsNEW,lifemodegroupsNEW.THHGRPL8,lifemodegroupsNEW_THHGRPL8,2024 Middle Ground LifeMode Group (L8) Tapestry Households (Esri),2024,count
14667,NEVMARR_CY,2024 Pop Age 15+: Never Married,maritalstatustotals,maritalstatustotals.NEVMARR_CY,maritalstatustotals_NEVMARR_CY,2024 Population Age 15+: Never Married (Esri),2024,count
14668,MARRIED_CY,2024 Pop Age 15+: Married,maritalstatustotals,maritalstatustotals.MARRIED_CY,maritalstatustotals_MARRIED_CY,2024 Population Age 15+: Married (Esri),2024,count
14669,WIDOWED_CY,2024 Pop Age 15+: Widowed,maritalstatustotals,maritalstatustotals.WIDOWED_CY,maritalstatustotals_WIDOWED_CY,2024 Population Age 15+: Widowed (Esri),2024,count
14670,DIVORCD_CY,2024 Pop Age 15+: Divorced,maritalstatustotals,maritalstatustotals.DIVORCD_CY,maritalstatustotals_DIVORCD_CY,2024 Population Age 15+: Divorced (Esri),2024,count
14846,MP22103a_B,2024 Listened to Entrtnmt/Culture Podcast/30 Days,MediaRadioOtherAudio,MediaRadioOtherAudio.MP22103a_B,MediaRadioOtherAudio_MP22103a_B,2024 Listened to Entertainment/Culture Podcast Last 30 Days,2024,count
14847,MP22103a_I,2024 Index: Listened to Entrtnmt/Culture Podcast/30 Days,MediaRadioOtherAudio,MediaRadioOtherAudio.MP22103a_I,MediaRadioOtherAudio_MP22103a_I,2024 Listened to Entertainment/Culture Podcast Last 30 Days: Index,2024,count
6800,X2001_X,2024 Alcoholic Bevs,food,food.X2001_X,food_X2001_X,2024 Alcoholic Beverages,2024,currency
6801,X2001_A,2024 Avg: Alcoholic Bevs,food,food.X2001_A,food_X2001_A,2024 Alcoholic Beverages: Average,2024,currency
6802,X2001_I,2024 Index: Alcoholic Bevs,food,food.X2001_I,food_X2001_I,2024 Alcoholic Beverages: Index,2024,count
6803,X2002_X,2024 Alcoholic Bevs at Home,food,food.X2002_X,food_X2002_X,2024 Alcoholic Beverages at Home,2024,currency
6804,X2002_A,2024 Avg: Alcoholic Bevs at Home,food,food.X2002_A,food_X2002_A,2024 Alcoholic Beverages at Home: Average,2024,currency
6805,X2002_I,2024 Index: Alcoholic Bevs at Home,food,food.X2002_I,food_X2002_I,2024 Alcoholic Beverages at Home: Index,2024,count
6806,X2003_X,2024 Beer/Ale at Home,food,food.X2003_X,food_X2003_X,2024 Beer & Ale At Home,2024,currency
6807,X2003_A,2024 Avg: Beer/Ale at Home,food,food.X2003_A,food_X2003_A,2024 Beer & Ale At Home: Average,2024,currency
6808,X2003_I,2024 Index: Beer/Ale at Home,food,food.X2003_I,food_X2003_I,2024 Beer & Ale At Home: Index,2024,count
6809,X2004_X,2024 Whiskey at Home,food,food.X2004_X,food_X2004_X,2024 Whiskey At Home,2024,currency
6810,X2004_A,2024 Avg: Whiskey at Home,food,food.X2004_A,food_X2004_A,2024 Whiskey At Home: Average,2024,currency
6811,X2004_I,2024 Index: Whiskey at Home,food,food.X2004_I,food_X2004_I,2024 Whiskey At Home: Index,2024,count
6812,X2005_X,2024 Wine at Home,food,food.X2005_X,food_X2005_X,2024 Wine At Home,2024,currency
6813,X2005_A,2024 Avg: Wine at Home,food,food.X2005_A,food_X2005_A,2024 Wine At Home: Average,2024,currency
6814,X2005_I,2024 Index: Wine at Home,food,food.X2005_I,food_X2005_I,2024 Wine At Home: Index,2024,count
6815,X2006_X,2024 Oth Alcohol at Home,food,food.X2006_X,food_X2006_X,2024 Other Alcohol At Home,2024,currency
6816,X2006_A,2024 Avg: Oth Alcohol at Home,food,food.X2006_A,food_X2006_A,2024 Other Alcohol At Home: Average,2024,currency
6817,X2006_I,2024 Index: Oth Alcohol at Home,food,food.X2006_I,food_X2006_I,2024 Other Alcohol At Home: Index,2024,count
6818,X2007_X,2024 Alcoholic Bevs Away from Home,food,food.X2007_X,food_X2007_X,2024 Alcoholic Beverages Away from Home,2024,currency
6819,X2007_A,2024 Avg: Alcoholic Bevs Away from Home,food,food.X2007_A,food_X2007_A,2024 Alcoholic Beverages Away from Home: Average,2024,currency
6820,X2007_I,2024 Index: Alcoholic Bevs Away from Home,food,food.X2007_I,food_X2007_I,2024 Alcoholic Beverages Away from Home: Index,2024,count
6821,X1131_X,2024 Meals at Restaurants/Other,food,food.X1131_X,food_X1131_X,2024 Meals at Restaurants/Other,2024,currency
6822,X1131_A,2024 Avg: Meals at Restaurants/Other,food,food.X1131_A,food_X1131_A,2024 Meals at Restaurants/Other: Average,2024,currency
6823,X1131_I,2024 Index: Meals at Restaurants/Other,food,food.X1131_I,food_X1131_I,2024 Meals at Restaurants/Other: Index,2024,count
6824,X1156_X,2024 Food/Nonalc Bevs at Fast Food,food,food.X1156_X,food_X1156_X,2024 Food and Nonalcoholic Beverages at Fast Food,2024,currency
6825,X1156_A,2024 Avg: Food/Nonalc Bevs at Fast Food,food,food.X1156_A,food_X1156_A,2024 Food and Nonalcoholic Beverages at Fast Food: Average,2024,currency
6826,X1156_I,2024 Index: Food/Nonalc Bevs at Fast Food,food,food.X1156_I,food_X1156_I,2024 Food and Nonalcoholic Beverages at Fast Food: Index,2024,count
6827,X1157_X,2024 Food/Nonalc Bevs at Full Svc Restaurants,food,food.X1157_X,food_X1157_X,2024 Food and Nonalcoholic Beverages at Full Service Restaurants,2024,currency
6828,X1157_A,2024 Avg: Food/Nonalc Bevs at Full Svc Restaurants,food,food.X1157_A,food_X1157_A,2024 Food and Nonalcoholic Beverages at Full Service Restaurants: Average,2024,currency
6829,X1157_I,2024 Index: Food/Nonalc Bevs at Full Svc Restaurants,food,food.X1157_I,food_X1157_I,2024 Food and Nonalcoholic Beverages at Full Service Restaurants: Index,2024,count
6830,X1158_X,2024 Food/Nonalc Bevs at Vend/Mobile Vendors,food,food.X1158_X,food_X1158_X,2024 Food and Nonalcoholic Beverages at Vending Machines and Mobile Vendors,2024,currency
6831,X1158_A,2024 Avg: Food/Nonalc Bevs at Vend/Mobile Vendors,food,food.X1158_A,food_X1158_A,2024 Food and Nonalcoholic Beverages at Vending Machines and Mobile Vendors: Average,2024,currency
6832,X1158_I,2024 Index: Food/Nonalc Bevs at Vend/Mobile Vendors,food,food.X1158_I,food_X1158_I,2024 Food and Nonalcoholic Beverages at Vending Machines and Mobile Vendors: Index,2024,count
6833,X1159_X,2024 Food/Nonalc Bevs at Employer,food,food.X1159_X,food_X1159_X,2024 Food and Nonalcoholic Beverages at Employer,2024,currency
6834,X1159_A,2024 Avg: Food/Nonalc Bevs at Employer,food,food.X1159_A,food_X1159_A,2024 Food and Nonalcoholic Beverages at Employer: Average,2024,currency
6835,X1159_I,2024 Index: Food/Nonalc Bevs at Employer,food,food.X1159_I,food_X1159_I,2024 Food and Nonalcoholic Beverages at Employer: Index,2024,count
6836,X1152_X,2024 School Lunches,food,food.X1152_X,food_X1152_X,2024 School Lunches,2024,currency
6837,X1152_A,2024 Avg: School Lunches,food,food.X1152_A,food_X1152_A,2024 School Lunches: Average,2024,currency
6838,X1152_I,2024 Index: School Lunches,food,food.X1152_I,food_X1152_I,2024 School Lunches: Index,2024,count
6839,X1154_X,2024 Food and Board at School,food,food.X1154_X,food_X1154_X,2024 Food & Board at School,2024,currency
6840,X1154_A,2024 Avg: Food and Board at School,food,food.X1154_A,food_X1154_A,2024 Food & Board at School: Average,2024,currency
6841,X1154_I,2024 Index: Food and Board at School,food,food.X1154_I,food_X1154_I,2024 Food & Board at School: Index,2024,count
6842,X1155_X,2024 Catered Affairs,food,food.X1155_X,food_X1155_X,2024 Catered Affairs,2024,currency
6843,X1155_A,2024 Avg: Catered Affairs,food,food.X1155_A,food_X1155_A,2024 Catered Affairs: Average,2024,currency
6844,X1155_I,2024 Index: Catered Affairs,food,food.X1155_I,food_X1155_I,2024 Catered Affairs: Index,2024,count
6845,X1004_X,2024 Bakery/Cereal Prods,food,food.X1004_X,food_X1004_X,2024 Bakery & Cereal Products,2024,currency
6846,X1004_A,2024 Avg: Bakery/Cereal Prods,food,food.X1004_A,food_X1004_A,2024 Bakery & Cereal Products: Average,2024,currency
6847,X1004_I,2024 Index: Bakery/Cereal Prods,food,food.X1004_I,food_X1004_I,2024 Bakery & Cereal Products: Index,2024,count
6848,X1005_X,2024 Flour,food,food.X1005_X,food_X1005_X,2024 Flour,2024,currency
6849,X1005_A,2024 Avg: Flour,food,food.X1005_A,food_X1005_A,2024 Flour: Average,2024,currency
6850,X1005_I,2024 Index: Flour,food,food.X1005_I,food_X1005_I,2024 Flour: Index,2024,count
6851,X1006_X,2024 Prepared Flour Mixes,food,food.X1006_X,food_X1006_X,2024 Prepared Flour Mixes,2024,currency
6852,X1006_A,2024 Avg: Prepared Flour Mixes,food,food.X1006_A,food_X1006_A,2024 Prepared Flour Mixes: Average,2024,currency
6853,X1006_I,2024 Index: Prepared Flour Mixes,food,food.X1006_I,food_X1006_I,2024 Prepared Flour Mixes: Index,2024,count
6854,X1007_X,2024 Ready-To-Eat/Cooked Cereal,food,food.X1007_X,food_X1007_X,2024 Ready-To-Eat & Cooked Cereal,2024,currency
6855,X1007_A,2024 Avg: Ready-To-Eat/Cooked Cereal,food,food.X1007_A,food_X1007_A,2024 Ready-To-Eat & Cooked Cereal: Average,2024,currency
6856,X1007_I,2024 Index: Ready-To-Eat/Cooked Cereal,food,food.X1007_I,food_X1007_I,2024 Ready-To-Eat & Cooked Cereal: Index,2024,count
6857,X1008_X,2024 Rice,food,food.X1008_X,food_X1008_X,2024 Rice,2024,currency
6858,X1008_A,2024 Avg: Rice,food,food.X1008_A,food_X1008_A,2024 Rice: Average,2024,currency
6859,X1008_I,2024 Index: Rice,food,food.X1008_I,food_X1008_I,2024 Rice: Index,2024,count
6860,X1009_X,2024 Pasta/Cornmeal/Oth Cereal Prods,food,food.X1009_X,food_X1009_X,2024 Pasta/Cornmeal/Other Cereal Products,2024,currency
6861,X1009_A,2024 Avg: Pasta/Cornmeal/Oth Cereal Prods,food,food.X1009_A,food_X1009_A,2024 Pasta/Cornmeal/Other Cereal Products: Average,2024,currency
6862,X1009_I,2024 Index: Pasta/Cornmeal/Oth Cereal Prods,food,food.X1009_I,food_X1009_I,2024 Pasta/Cornmeal/Other Cereal Products: Index,2024,count
6863,X1010_X,2024 Bread,food,food.X1010_X,food_X1010_X,2024 Bread,2024,currency
6864,X1010_A,2024 Avg: Bread,food,food.X1010_A,food_X1010_A,2024 Bread: Average,2024,currency
6865,X1010_I,2024 Index: Bread,food,food.X1010_I,food_X1010_I,2024 Bread: Index,2024,count
6866,X1011_X,2024 White Bread,food,food.X1011_X,food_X1011_X,2024 White Bread,2024,currency
6867,X1011_A,2024 Avg: White Bread,food,food.X1011_A,food_X1011_A,2024 White Bread: Average,2024,currency
6868,X1011_I,2024 Index: White Bread,food,food.X1011_I,food_X1011_I,2024 White Bread: Index,2024,count
6869,X1012_X,2024 Bread Excl White,food,food.X1012_X,food_X1012_X,2024 Bread Excluding White,2024,currency
6870,X1012_A,2024 Avg: Bread Excl White,food,food.X1012_A,food_X1012_A,2024 Bread Excluding White: Average,2024,currency
6871,X1012_I,2024 Index: Bread Excl White,food,food.X1012_I,food_X1012_I,2024 Bread Excluding White: Index,2024,count
6872,X1013_X,2024 Crackers/Cookies,food,food.X1013_X,food_X1013_X,2024 Crackers & Cookies,2024,currency
6873,X1013_A,2024 Avg: Crackers/Cookies,food,food.X1013_A,food_X1013_A,2024 Crackers & Cookies: Average,2024,currency
6874,X1013_I,2024 Index: Crackers/Cookies,food,food.X1013_I,food_X1013_I,2024 Crackers & Cookies: Index,2024,count
6875,X1014_X,2024 Cookies,food,food.X1014_X,food_X1014_X,2024 Cookies,2024,currency
6876,X1014_A,2024 Avg: Cookies,food,food.X1014_A,food_X1014_A,2024 Cookies: Average,2024,currency
